customer_id,customer_name,email,registration_date,customer_type
489,Customer 489,customer489@example.com,2022-06-01,REGULAR
490,Customer 490,customer490@example.com,2024-06-30,VIP
491,Customer 491,customer491@example.com,2023-10-17,VIP
492,Customer 492,customer492@example.com,2025-01-15,PREMIUM
493,Customer 493,customer493@example.com,2025-12-28,REGULAR
494,Customer 494,customer494@example.com,2024-11-07,REGULAR
495,Customer 495,customer495@example.com,2022-10-12,PREMIUM
496,Customer 496,customer496@example.com,2025-02-08,PREMIUM
497,Customer 497,customer497@example.com,2025-02-03,VIP
498,Customer 498,customer498@example.com,2022-05-15,PREMIUM
499,Customer 499,customer499@example.com,2024-09-07,PREMIUM
500,Customer 500,customer500@example.com,2025-03-23,REGULAR
